Id,product_name,categories_tags
1416,La Baleine - Sel de mer Grands espaces - Sel Fin (IodÃ© et FluorÃ©),"en:spices,en:groceries,fr:sels-marins,fr:sels-fins,en:salts"
1417,Sauce pizza biologique,"en:groceries,fr:sauces,fr:sauces-pour-pizzas"
1418,crusty classic,fr:galettes-de-cereales
1419,"crusty fromage, graines de courge",fr:gateaux-aperitifs
1420,KnÃ¤cke SÃ©same,"fr:pains-de-seigle,fr:pains-croustillants,en:breads"
1421,Buckler pur malt sans alcool,"en:beverages,en:alcoholic-drinks,fr:bieres-sans-alcool,en:beers,fr:bieres-blondes"
1422,La Faiselle Rians 0%,"fr:fromages-blancs,en:cheeses,en:dairies"
1423,Fondant au chocolat,"en:desserts,en:dairies,fr:fondants-au-chocolat,fr:desserts-lactes"
1424,La Faisselle et son coulis Abricot-PÃªche,"en:cheeses,fr:fromages-blancs,en:dairies"
1425,Faisselle et coulis de fruit rouge 0%,"en:cheeses,en:dairies,fr:fromages-a-pate-fraiche"
1426,CroÃ»tons salades ail & fines herbes,fr:croutons
1427,Boudoirs bio,"en:baby-foods,fr:boudoirs,fr:repas-pour-bebe,fr:des-10-mois,en:biscuits,fr:biscuits-secs,fr:gateaux-ou-compotes"
1428,PurÃ©e de tomates concassÃ©es 100% tomates d'Ã©tÃ©,fr:puree-de-tomates
1429,Sardines Ã  l'huile d'olive,"en:seafood,en:canned-foods,fr:sardines-a-l-huile-d-olive,en:canned-sardines,en:sardines,en:canned-fishes,fr:sardines-a-l-huile,en:fishes"
1430,Filets de Maquereaux - Les Dieux,"en:seafood,en:canned-foods,en:canned-fishes,en:fishes"
1431,"Les tartinables thon olives, tomates marinÃ©es et poivrons",en:canned-foods
1432,Les Dieux - Filets de Maquereaux - EscabÃ¨che,"en:seafood,en:canned-foods,fr:maquereaux,en:fishes"
1433,Lasagnes Ã  la Bolognaise pur boeuf Bio La Cuisine d'OcÃ©ane,"fr:lasagnes-a-garnir,en:pastas,en:meals,fr:lasagnes-a-la-bolognaise-pur-boeuf-bio,fr:bio,fr:pates"
1434,Brandade de Morue ParmentiÃ¨re La Cuisine d'OcÃ©ane,"en:seafood,en:fishes,en:meals,fr:brandade-de-morue-parmentiere,fr:brandade,fr:brandade-de-morue"
1435,Hachis Parmentier ,"en:meals-with-meat,fr:hachis-parmentier,fr:plats-prepares-a-rechauffer-au-micro-ondes,fr:plats-a-base-de-viande-bovine,en:meals"
1436,Moussaka et lÃ©gumes grillÃ©s,en:meals
1437,La cuisine d'OcÃ©ane saumon beurre blanc & riz de Camargue,en:meals
1438,Sirop de citron,"en:beverages,fr:sirops"
1439,Champomy Pomme,"en:apple-juices,en:fruit-juices,en:beverages,en:fruit-juices-and-nectars"
1440,Corn Flakes Kellogg's,"fr:corn-flakes,fr:cereales-pour-petit-dejeuner,en:breakfasts"
1441,Foie de morue goÃ»t fumÃ©,fr:foie-de-morue
1442,Wasa authentique,"fr:pains-de-seigle,en:breads"
1443,Petit beurre chocolat lait,"fr:petits-beurres,en:biscuits,fr:biscuits-au-chocolat,fr:petit-beurre-au-chocolat-au-lait"
1444,SpÃ©cialitÃ© de pomme madeleine,
1445,Sirop Framboise Violette,"en:beverages,fr:sirops"
1446,CrÃ¨me liquide UHT pour cuisiner et foissonner,"fr:cremes-fraiches-liquides,en:creams,en:dairies,fr:cremes-fraiches"
1447,Sauce pour quenelles fraÃ®ches Nantua aux Ã©crevisses,"en:groceries,fr:sauces"
1448,Fromage Ã  pÃ¢te persillÃ©e fabriquÃ© en Velay,"fr:fromages-a-pate-persillee-francais,en:cow-cheeses,fr:fromages-industriels,fr:saint-agur,en:cheeses,en:blue-veined-cheeses,en:dairies,fr:fromages-pasteurises"
1449,Saint-Albray,"en:cheeses,en:dairies,fr:fromages-a-pate-molle"
1450,Saint Agur CrÃ¨me,"en:cow-cheeses,fr:fromages-fondus,en:cheeses,en:dairies"
1451,Saint Agur,"fr:fromages-a-pate-persillee-francais,en:cow-cheeses,fr:saint-agur,en:cheeses,en:blue-veined-cheeses,fr:fromages-pasteurises,en:dairies"
1452,Saint Agur crÃ¨me,"en:cheeses,en:dairies"
1453,Huile de tournesol,"en:vegetable-oils,en:sunflower-oils,en:fats,en:vegetable-fats"
1454,"Tomates entiÃ¨res pelÃ©es, au jus","fr:legumes-en-conserve,en:vegetables,fr:tomates-pelees,fr:tomates-en-conserve,en:canned-foods,en:tomatoes"
1455,Croc'riz,"en:chocolates,fr:tablettes-de-chocolat,en:candies"
1456,Pois cassÃ©s,"en:vegetables,fr:legumes-secs"
1457,Nouilles,"en:pastas,fr:nouilles"
1458,MaÃ¯s doux en grain sous vide,"fr:legumes-en-conserve,en:vegetables,en:cereals,en:canned-foods,fr:mais-en-conserve"
1459,Quenelles nature aux oeufs frais,"fr:quenelles,fr:quenelles-nature,en:meals"
1460,Casino langues de chat,en:biscuits
1461,Sirop de Fraise,"en:beverages,fr:sirops-de-fraise,fr:sirops"
1462,Palmiers,"fr:biscuits-feuilletes,fr:palmiers-biscuits,en:biscuits"
1463,Pommes noisettes,"en:frozen-foods,fr:pommes-noisettes"
1464,"Ailladou, ail et fines herbes","fr:ailladou,fr:fromage-frais-aux-herbes"
1465,Viande des grisons,"fr:viandes-de-boeuf,en:meats,fr:viande-seche"
1466,Jus Orange Ã  base de concentrÃ©,"en:fruit-juices,en:beverages,en:concentrated-orange-juices,en:concentrated-fruit-juices,en:fruit-juices-and-nectars,en:orange-juices"
1467,Jus ananas ,"en:pineapple-juices,en:fruit-juices,en:beverages,en:fruit-juices-and-nectars,en:concentrated-pineapple-juices,en:concentrated-fruit-juices"
1468,Yaourt nature 0%,"en:yogurts,en:dairies,fr:yaourts-natures"
1469,Haricots verts extra-fins,"fr:legumes-en-conserve,en:vegetables,fr:haricots-verts-en-conserve,en:canned-foods,fr:haricots-verts"
1470,Casino biscuits fourrÃ©s noisette,en:biscuits
1471,Lait demi-Ã©crÃ©mÃ©,"en:milks,fr:laits-demi-ecremes,fr:laits-uht,en:dairies"
1472,Emmental franÃ§ais rapÃ©,"fr:fromages-rapes,en:cheeses,en:dairies"
1473,Lait en poudre Ã©crÃ©mÃ©,"fr:laits-en-poudre,en:milks,en:dairies"
1474,Choucroute Royale,"fr:choucroutes,en:meals"
1475,BÃ¢tonnets saveur crabe,en:meals
1476,Raisins Sultanines sans pÃ©pin sans conservateur,"fr:raisins-secs,fr:raisins-secs-sultanines,en:dried-fruits"
1477,Filets de maquereaux marinÃ©s au muscadet et aux aromates,"fr:filets-de-maquereaux,en:seafood,fr:maquereaux,en:fishes"
1478,Chocolat noir,"en:chocolates,en:candies,fr:chocolats-noirs"
1479,Noir amandes entiÃ¨res,"en:chocolates,en:candies,fr:chocolats-noirs,fr:chocolats-avec-amandes"
1480,chocolat au lait,"fr:chocolats-au-lait,en:chocolates,en:candies"
1481,Casino SablÃ© Cacao,"en:biscuits,fr:biscuits-au-chocolat"
1482,Vinaigrette huile d'olive citron,fr:sauces-vinaigrettes
1483,Casino lait Ã©crÃ©mÃ©,"en:milks,fr:laits-ecremes,en:dairies"
1484,6 oeufs frais de poules Ã©levÃ©es en plein air,"fr:oeufs,en:farming-products,fr:oeufs-plein-air"
1485,Fromage de ChÃ¨vre,"en:cheeses,en:dairies"
1486,Casino jambon supÃ©rieur dÃ©couennÃ© dÃ©graissÃ©,"en:hams,en:meats,en:prepared-meats"
1487,Petits pois Ã  l'Ã©tuvÃ©e extra fins,fr:petits-pois
1488,Petits pois et jeunes carottes Ã  l'Ã©tuvÃ©,"fr:legumes-en-conserve,en:vegetables,fr:petits-pois-en-conserve,en:canned-foods"
1489,PavÃ©s de saumon Atlantique,"en:frozen-foods,fr:poissons-surgeles,en:seafood,en:fishes,en:salmons"
1490,6 oeufs frais de poules,"fr:oeufs,en:farming-products"
1491,100% pur jus de pamplemousse rose avec pulpe,"en:squeezed-juices,en:fruit-juices,en:beverages,en:fruit-juices-and-nectars,fr:jus-de-pamplemousse-rose,en:grapefruit-juices,fr:jus-de-fruit-pasteurise"
1492,Lait dÃ©gustation doux et fondant,"fr:chocolats-au-lait,fr:chocolats-de-degustation,en:chocolates,en:candies"
1493,Jus de fruits multivitaminÃ© Casino,"en:fruit-juices,en:beverages,en:fruit-juices-and-nectars"
1494,ThÃ© glacÃ© saveur framboise,"en:beverages,fr:thes-glaces"
1495,Petits fours patissiers aux trois chocolats,en:biscuits
1496,CrÃ¨me aux oeufs saveur vanille cuit et dorÃ©e au four,en:desserts
1497,Petit beurre avec tablette de chocolat noir,en:biscuits
1498,Casino croustillant aux cÃ©rÃ©ales et aux fruits,"fr:cereales-pour-petit-dejeuner,en:breakfasts"
1499,Lasagnes Ã  la bolognaise,"en:frozen-foods,fr:lasagnes-preparees,fr:plats-cuisines-surgeles,en:meals"
1500,Casino jambon au torchon cuit au bouillon avec couenne,"en:hams,en:meats,en:prepared-meats"
1501,Thon albacore au naturel,"en:canned-tunas,fr:thons-albacore,en:seafood,en:tunas,en:fishes,fr:thons-tropicaux"
1502,Thon albacore au naturel,"fr:thons-albacore,en:seafood,fr:thons-au-naturel,en:tunas,en:fishes,fr:thons-tropicaux"
1503,Crackers Gouda,fr:produits-sales-aperitifs
1504,Val d'Automne,"en:cow-cheeses,en:cheeses,en:dairies,fr:fromages-pasteurises,fr:fromages-a-pate-molle"
1505,Miel de fleurs - Liquide,"en:honeys,en:farming-products,en:bee-products"
1506,Mention Bien chocolat noir,"en:biscuits,fr:biscuits-au-chocolat,fr:biscuits-au-beurre"
1507,Poisson Ã  la parisienne qualitÃ© sans arrÃªte,en:meals
1508,20 oeufs datÃ©s du jour de ponte,fr:oeufs-de-poule
1509,12 oeufs frais de poules Ã©levÃ©es en plein air,"fr:oeufs,en:farming-products,fr:oeufs-plein-air"
1510,Casino saucisse sÃ¨che,"fr:saucissons,fr:saucissons-secs-pur-porc,en:meats,en:prepared-meats"
1511,Casino saucisson sec,"fr:saucissons,en:meats,en:prepared-meats"
1512,Muesli croustillant au Chocolat,en:cereals
1513,12 oeufs frais datÃ©s du jour de ponte,"fr:oeufs,en:farming-products"
1514,SautÃ© d'ageau aux flageolets verts et ses lÃ©gumes,"fr:plats-prepares-a-rechauffer-au-micro-ondes,en:meals"
1515,VeloutÃ© Potiron,"fr:veloutes,en:soups,fr:veloutes-de-potiron,en:meals"
1516,VeloutÃ© lÃ©gumes,"fr:veloutes,en:soups,en:meals"
1517,Hachis parmentier,"en:meals-with-meat,fr:hachis-parmentier,fr:plats-prepares-a-rechauffer-au-micro-ondes,fr:plats-a-base-de-viande-bovine,en:meals"
1518,Haricots beurre trÃ¨s fins,"fr:legumes-en-conserve,en:vegetables,fr:haricots-verts-en-conserve,en:canned-foods"
1519,Beurre MoulÃ© Extra fin Doux,"en:butters,en:animal-fats,fr:beurres-moules,en:fats,fr:beurres-doux,en:dairies"
1520,Pain d'Ã©pices en tranches,fr:pain-d-epices
1521,Sardines au piment,"en:seafood,en:canned-foods,en:canned-sardines,en:sardines,fr:sardines-a-l-huile-et-au-piment,en:canned-fishes,fr:sardines-a-l-huile,en:fishes"
1522,Sardines Ã  la tomate,"fr:sardines-a-la-tomate,en:seafood,en:canned-foods,en:canned-sardines,en:sardines,en:canned-fishes,en:fishes"
1523,Sardines Ã  l'huile d'olive vierge extra et citron,"en:seafood,en:canned-foods,fr:sardines-a-l-huile-d-olive,fr:sardines-a-l-huile-et-au-citron,en:canned-sardines,en:sardines,en:canned-fishes,fr:sardines-a-l-huile,en:fishes"
1524,PÃ¢te brisÃ©e,"fr:pates-a-tarte,fr:pates-brisees"
1525,Casino sardines Ã  l'huile de tournesol,"fr:sardines-a-l-huile-de-tournesol,en:seafood,en:canned-foods,en:canned-sardines,en:sardines,en:canned-fishes,fr:sardines-a-l-huile,en:fishes"
1526,Chocolat au lait pralinÃ© nougatine,"fr:chocolats-au-lait,en:chocolates,en:candies"
1527,RATATOUILLE,"en:canned-foods,fr:plats-prepares-en-conserve,en:meals,fr:ratatouille"
1528,Filets de maquereau Ã  l'escabÃ¨che,"en:seafood,fr:maquereaux,en:fishes"
1529,PurÃ©e nature,"fr:purees,fr:purees-de-pommes-de-terre"
1530,Casino sardines Ã  la tomate,"fr:sardines-a-la-tomate,en:seafood,en:canned-foods,en:canned-sardines,en:sardines,en:canned-fishes,en:fishes"
1531,Huile de colza,"en:vegetable-oils,en:fats,en:rapeseed-oils,en:vegetable-fats"
1532,Casino Petit Beurre,"fr:petits-beurres,en:biscuits,fr:bio"
1533,Galettes de riz complet,"fr:galettes-de-cereales,en:cereals"
1534,100% pur jus clÃ©mentine,"en:fruit-juices,en:beverages,en:fruit-juices-and-nectars,fr:jus-de-clementine"
1535,Casino Huile d'olive,"en:virgin-olive-oils,en:vegetable-oils,en:fats,en:vegetable-fats,en:olive-oils"
1536,Casino muesli aux 4 cÃ©rÃ©ales et aux fruits,"fr:cereales-pour-petit-dejeuner,en:breakfasts"
1537,Beurre moulÃ© extra fin demi-sel,"en:butters,en:animal-fats,fr:beurres-moules,fr:beurres-demi-sel,en:fats,en:dairies"
1538,Casino oeufs frais,"fr:oeufs,en:farming-products"
1539,Chocolat supÃ©rieur Noir Menthe,fr:chocolat-fourre
1540,"Huile d'olive vierge extra, extraite Ã  froid","en:virgin-olive-oils,en:vegetable-oils,en:fats,en:vegetable-fats,en:olive-oils"
1541,Sprits chocolat au lait,en:biscuits
1542,Casino sablÃ©s fourrÃ©s citron,"fr:sables,en:biscuits"
1543,Quinoa origine Bolivie,"en:cereals,fr:quinoa"
1544,Copeaux de Parmigniano Reggiano,"en:cheeses,fr:fromages-italiens,fr:fromage-a-pate-pressee-cuite,en:dairies,fr:parmigiano-reggiano"
1545,Compot' Pomme,"fr:compotes-a-boire,fr:compotes,en:desserts,fr:compotes-de-pomme"
1546,Fromage frais pur chÃ¨vre Casino,"en:cheeses,en:dairies"
1547,Emmental franÃ§ais Est-Central au lait cru Grand cru Label Rouge,"fr:emmentals-francais-est-central,en:french-cheeses,en:cow-cheeses,en:cheeses,en:dairies,fr:fromages-au-lait-cru,fr:emmentals-francais,en:emmentaler,fr:fromages-a-pate-pressee-cuite"
1548,100% pur jus orange avec pulpe Casino,"en:fruit-juices,en:beverages,en:orange-juices,en:fruit-juices-and-nectars"
1549,Salade Concombre Ã  la crÃ¨me Casino,fr:salade-preparee
1550,"Filets de poulets, blanc",en:meats
1551,Flan pÃ¢tissier,en:pastries
1552,Rillettes de saumon,"en:rillettes,fr:rillettes-de-poissons,fr:rillettes-de-saumon,en:meats,en:prepared-meats"
1553,Tielles Ã  la sÃ©toise,en:meals
1554,Riz naturellement parfumÃ© ThaÃ¯,"fr:riz-long-grain,fr:riz-parfumes,en:cereals,en:rices,fr:riz-thai-blanc,fr:riz-thai"
1555,Pain de mie bio,
1556,Tutti frutti,"fr:chewing-gum,en:candies"
1557,Choco gaufrette,en:biscuits
1558,ComtÃ©,"en:french-cheeses,fr:fromages-labellises,fr:produits-aoc,fr:comte,en:cheeses,fr:fromage-a-pate-pressee-cuite,en:labeled-products,en:dairies,fr:fromages-aoc"
1559,Coeur fondant au chocolat noir,
1560,MacÃ©doine de lÃ©gumes,"fr:legumes-en-conserve,en:vegetables,en:canned-foods,fr:macedoine-de-legumes"
1561,Duo carottes et cÃ©leri,"fr:plats-prepares-frais,fr:carottes-rapees,fr:legumes-prepares,en:fresh,en:meals,fr:salades-preparees"
1562,Salade de surimi - carottes -ananas Casino,fr:salade-preparee
1563,Casino sablÃ©s aux fruits rouges,"fr:sables,en:biscuits"
1564,crÃ¨me de marrons Ã  la vanille,"en:desserts,fr:creme-de-marrons"
1565,Savoureux Fruits Rouges et son biscuit pain de GÃªnes,en:cakes
1566,100% pur Jus de pomme,"en:squeezed-juices,en:fruit-juices,en:beverages,en:fruit-juices-and-nectars,en:apple-juices"
1567,100% Pur Jus Pamplemousse Blanc avec pulpe Casino,"en:squeezed-juices,en:squeezed-grapefruit-juices,en:fruit-juices,en:beverages,en:fruit-juices-and-nectars,en:grapefruit-juices"
1568,Casino saucisson sec qualitÃ© supÃ©rieure,"fr:saucissons,en:meats,en:prepared-meats"
1569,Petits Plaisirs Saveur Cappuccino,fr:biscuits-meringues
1570,Noix de coco rÃ¢pÃ©e,"fr:noix-de-coco,en:fruits,en:tropical-fruits"
1571,Muesli Croustillant Chocolat Noir Casino,"fr:mueslis,fr:cereales-pour-petit-dejeuner,en:breakfasts"
1572,Muesli croustillant Casino,"en:cereals,fr:mueslis,fr:cereales-pour-petit-dejeuner,en:breakfasts"
1573,bloc de foie gras de canard du sud-ouest avec morceaux,
1574,Sauce Pesto Rosso (basilic et tomates sechÃ©es),"fr:sauces-pour-pates,en:groceries,fr:sauces,fr:sauces-pesto,fr:sauces-pesto-rosso"
1575,Sauce arrabiata pimentÃ©e,"fr:sauces-pour-pates,en:groceries,fr:sauces"
1576,Sauce Tomate Ricotta basilic,"en:groceries,fr:sauces,fr:sauces-tomate"
1577,"Sauce Roquette, Mozzarella, Poivrons","fr:sauces-pour-pates,en:groceries,fr:sauces"
1578,"Casino, Sauce : Tomates Basilic","en:groceries,fr:sauces,fr:sauces-tomate"
1579,Chips aux 4 LÃ©gumes,"en:chips-and-fries,fr:chips,fr:aperitif"
1580,Mini GÃ¢ches,fr:brioches
1581,Gazpacho,"fr:soupes-froides,en:soups,en:meals,fr:soupe-de-legumes-frais"
1582,Boisson PÃªche Abricot,en:beverages
1583,PÃ¢te FeuilletÃ©e Bio PrÃªte Ã  dÃ©rouler,"fr:pates-a-tarte,fr:pates-feuilletees"
1584,Casino sardines Ã  l'huile d'olive vierge extra,"en:seafood,en:canned-foods,fr:sardines-a-l-huile-d-olive,en:canned-sardines,en:sardines,en:canned-fishes,fr:sardines-a-l-huile,en:fishes"
1585,Yaourts brassÃ©s saveur vanille,"en:stirred-yogurts,en:sweetened-yogurts,en:yogurts,en:whole-milk-yogurts,en:dairies"
1586,Coeur fondant chocolat noisette,en:biscuits
1587,Casino couscous au poulet et merguez et ses petits lÃ©gumes,en:meals
1588,Casino filet de merlu blanc meuniÃ¨re,"fr:poissons-panes,en:breaded-products,en:meals"
1589,Oursons,"fr:bonbons,en:candies"
1590,Casino Cappuccino,"en:beverages,fr:cafes-en-poudre,fr:cafes,en:hot-drinks"
1591,"Cocktail fruits rouges, fruits exotiques",en:dried-fruits
1592,Compote pommes abricots orangÃ©s passion,"fr:compotes,en:desserts"
1593,Boules Miel,"fr:cereales-pour-petit-dejeuner,en:breakfasts"
1594,PurÃ©e de tomates,"en:groceries,fr:sauces,fr:puree-de-tomates"
1595,Choux de Bruxelles,"en:canned-foods,fr:choux-de-bruxelles"
1596,"Filet de Poulet tranchÃ©, cuit au four, nature","fr:poulets,fr:filets-de-poulet,en:poultries,en:meats"
1597,"Casino DÃ©lices Noix de St Jacques aux agrumes, orecchiette et son concassÃ© de tomates",en:meals
1598,Limonade traditionnelle :ArÃ´me naturel de citron-citron vert,"fr:limonades,en:beverages,en:sodas,en:carbonated-drinks"
1599,Pommes Dauphines,en:meals
1600,100% Pur Jus Multifruits,"en:squeezed-juices,en:fruit-juices,en:beverages,en:fruit-juices-and-nectars,fr:jus-multifruits"
1601,Casino Bio 100% Pur jus d'orange avec pulpe,"en:squeezed-orange-juices,en:squeezed-juices,en:fruit-juices,en:beverages,en:fruit-juices-and-nectars,en:orange-juices,fr:bio"
1602,Jus de pomme 100% pur fruit pressÃ© Bio Casino,"en:fruit-juices,en:beverages,en:fruit-juices-and-nectars,en:apple-juices,fr:jus-de-pomme-100-pur-fruit-presse-bio,fr:bio"
1603,Casino sandwich pain viennois maxi thon tomate oeuf,en:sandwiches
1604,Boisson au riz calcium Casino Bio,fr:boisson-au-riz
1605,Feuilles de brick,"fr:feuilles-de-brick,fr:pour-gateaux"
1606,Chocolat Noir amandes,"en:chocolates,en:candies,fr:chocolats-noirs"
1607,Casino saucisson sec,"fr:saucissons,fr:saucissons-secs-pur-porc,en:meats,en:prepared-meats"
1608,Jus de pomme 100% Pur jus,"en:squeezed-juices,en:fruit-juices,en:beverages,en:fruit-juices-and-nectars,en:apple-juices"
1609,Confiture extra fraises,"en:jams,en:spreads,en:sweet-spreads,fr:confitures-de-fraises,en:breakfasts"
1610,Casino barres fruits rouges,en:biscuits
1611,Casino famili pyramides au chocolat,"fr:cereales-pour-petit-dejeuner,en:breakfasts"
1612,Barres riz & blÃ© complet Fruits rouges,"fr:barres,fr:barres-de-cereales"
1613,Casino boisson lactÃ©e chocolatÃ©e,en:dairies
1614,"Tartelettes, caramel au beurre salÃ©, Ã©clats de caramel Ã  la crÃ¨me d'Isigny AOP",en:biscuits
1615,Lait demi-Ã©crÃ©mÃ© Bio,"fr:laits-demi-ecremes-biologiques,en:milks,fr:laits-demi-ecremes,fr:laits-uht,en:dairies"
1616,Lait demi-Ã©crÃ©mÃ© Bio,"fr:laits-demi-ecremes-biologiques,en:milks,fr:laits-demi-ecremes,en:dairies"
1617,"Noix de St Jacques, riz et lÃ©gumes, sauce citron Casino",en:meals
1618,SpÃ©cialitÃ© fromagÃ¨re Ã  l'ail et aux fines herbes,
1619,Ã‰dulcorant de table,fr:edulcorants
1620,ThÃ© glacÃ© pÃ©tillant Casino,"en:beverages,en:sodas,fr:thes-glaces,en:carbonated-drinks"
1621,Noir DÃ©gustation Ã  la fleur de sel,"fr:chocolats-de-degustation,en:chocolates,fr:tablettes-de-chocolat,en:candies"
1622,SablÃ©s chocolat au lait,en:biscuits
1623,Casino Bio Yaourt BrassÃ©,"en:stirred-yogurts,en:yogurts,en:whole-milk-yogurts,en:dairies,en:fruit-yogurts"
1624,CrÃ¨me semi-Ã©paisse lÃ©gÃ¨re,"en:creams,en:dairies"
1625,Noisette,fr:pate-a-tartiner-sans-huile-de-palme
1626,Casino kroast blÃ© complet,"fr:cereales-pour-petit-dejeuner,en:breakfasts"
1627,PÃ¢te Ã  tartiner sans huile de palme,"fr:pates-a-tartiner,fr:pates-a-tartiner-aux-noisettes,en:spreads,en:sweet-spreads,en:breakfasts"
1628,100% Pus jus Tomate Bio Casino,"en:beverages,fr:jus-de-tomate-bio,fr:bio,fr:jus-de-legume"
1629,Nectar Orange Ã  base de concentrÃ© Bio Casino,"en:fruit-juices,en:beverages,en:orange-juices,en:fruit-juices-and-nectars,fr:nectar-d-orange-bio,fr:bio"
1630,Nectar Pomme Teneur en fruits 50% minimum Bio Casino,"en:apple-juices,en:beverages,en:fruit-juices,en:fruit-juices-and-nectars,fr:nectar-de-pomme-bio,fr:bio"
1631,Nectar Multifruits Ã  base de concentrÃ©s et de purÃ©es de fruits Bio Casino,"en:fruit-juices,en:beverages,en:fruit-juices-and-nectars,fr:nectar-multifruits-bio,fr:bio"
1632,100% Pur jus Carotte citron Bio Casino,"fr:jus-carotte-citron-bio,fr:bio,fr:biosson,fr:jus-de-carotte,fr:jus-de-legume"
1633,Jus Pruneau Ã  base de pruneaux rÃ©hydratÃ©s Bio Casino,"en:fruit-juices,en:beverages,en:fruit-juices-and-nectars,fr:jus-de-pruneau-bio,fr:bio"
1634,Jus Orange Banane Ã  base de concentrÃ© et de purÃ©e Bio Casino,"en:fruit-juices,en:beverages,en:fruit-juices-and-nectars,fr:bio,fr:jus-orange-banane"
1635,100% pur jus orange,"en:fruit-juices,en:beverages,en:fruit-juices-and-nectars,fr:jus-d-orange-bio,fr:bio"
1636,100% Pur jus de pomme Bio Casino,"en:apple-juices,en:fruit-juices,en:beverages,en:fruit-juices-and-nectars,fr:jus-de-pomme-bio,fr:bio"
1637,100% Pur jus de raisin Bio Casino,"en:grape-juices,en:fruit-juices,en:beverages,en:fruit-juices-and-nectars,fr:jus-de-raisin-bio,fr:bio"
1638,100% Pur jus Pamplemousse blanc Bio Casino,"en:fruit-juices,en:beverages,en:fruit-juices-and-nectars,fr:jus-de-pamplemousse-blanc-bio,fr:bio"
1639,Sandwich saumon fumÃ© aneth,"fr:sandwich-polaire,en:sandwiches"
1640,Jambon supÃ©rieur dÃ©couennÃ©-dÃ©graissÃ©,"en:hams,en:meats,en:prepared-meats"
1641,P'tits grains choco,"fr:cereales-pour-petit-dejeuner,en:breakfasts"
1642,Salade 4 saveurs,"en:vegetables,fr:salades,en:fresh-vegetables"
1643,Je suis noisette la premiÃ¨re pÃ¢te Ã  tartiner sans huile de palme,"fr:pates-a-tartiner,fr:pates-a-tartiner-aux-noisettes,en:spreads,en:sweet-spreads,en:breakfasts,fr:pate-a-tartiner-sans-huile-de-palme,fr:pate-a-tartiner-a-l-huile-de-coprah"
1644,Couscous,"en:cereals,fr:couscous,fr:semoule"
1645,Graine de couscous fine,"en:cereals,fr:couscous,fr:semoule"
1646,Casino Bio - MaÃ¯s doux,"fr:legumes-en-conserve,en:vegetables,en:canned-foods,en:cereals,fr:bio,fr:mais-en-conserve"
1647,Pulco citron,"en:lemons,fr:agrumes,en:fruits,en:fruit-juices,en:beverages,en:fruit-juices-and-nectars,fr:preparation-a-base-de-jus-de-fruits"
1648,Pain Azyme CRACKER'O Complet Paul Heumann,"fr:pains-azymes,en:breads"
1649,Pain Azyme CRACKER'O Oignon Paul Heumann,"fr:pains-azymes,fr:pains-azymes-a-la-farine-de-froment,en:breads"
1650,Pain Azyme Sarrasin et Epeautre biologique Paul Heumann,"fr:pains-azymes,en:breads"
1651,Pain Azyme Quinoa Epeautre biologique Paul Heumann,
1652,Petit Pain Azyme biologique Pomme&Cannelle Paul Heumann,"fr:pains-azymes,en:breads"
1653,Petit Pain Azyme biologique Pomme Paul Heumann,"fr:pains-azymes,en:breads"
1654,Petit Pain Azyme biologique ChÃ¢taigne Paul Heumann,"fr:pains-azymes,en:breads"
1655,Pain Azyme CROUSTIA Son&Farine ComplÃ¨te Paul Heumann,"fr:pains-azymes,en:breads"
1656,Pain Azyme Ã  l'Epeautre biologique Paul Heumann,"fr:pains-azymes-a-la-farine-d-epeautre,fr:pains-azymes,en:breads"
1657,Pain Azyme CROUSTIA Froment Paul Heumann,"fr:pains-azymes,fr:pains-azymes-a-la-farine-de-froment,en:breads"
1658,Charal le pur boeuf,"en:frozen-foods,fr:steaks-haches"
1659,Charal - Le spÃ©cial Ã  l'Oignon,"en:frozen-foods,fr:steak,fr:viandes-de-boeuf,en:meats"
1660,Boulettes au boeuf,en:meats
1661,Pommes de terre entiÃ¨res LÃ©gumes vapeur Lunor,"en:vegetables,en:fresh,en:fresh-vegetables,en:potatoes,en:meals,fr:pommes-de-terre-entieres,fr:legume-cuit,fr:pommes-de-terre-cuites"
1662,Carottes en rondelles Lunor,"en:vegetables,en:fresh,fr:carottes-en-rondelles,fr:carottes"
1663,Lentilles LÃ©gumes vapeur Lunor,"en:fresh,en:meals,fr:lentilles,fr:lentille-cuite"
1664,Citrons fraichement pressÃ©s,fr:jus-de-citron
1665,Beurre doux,"en:butters,en:animal-fats,en:fats,fr:beurres-doux,en:dairies"
1666,Beurre demi sel,"en:butters,en:animal-fats,fr:beurres-demi-sel,en:fats,en:dairies"
1667,Beurre prÃ©sident gastronomique,"en:butters,en:animal-fats,en:fats,fr:beurres-doux,en:dairies"
1668,Beurre gastronomique demi-sel,"en:butters,en:animal-fats,en:fats,fr:beurres-demi-sel,en:dairies"
1669,Camembert PrÃ©sident,"fr:camemberts,en:cow-cheeses,fr:fromages-a-pate-molle-a-croute-fleurie,en:cheeses,en:dairies,fr:fromages-pasteurises"
1670,Petit Camembert,"fr:camemberts,en:cow-cheeses,fr:fromages-a-pate-molle-a-croute-fleurie,en:cheeses,en:dairies,fr:fromages-pasteurises"
1671,Coulommiers PrÃ©sident,"en:french-cheeses,en:cow-cheeses,fr:fromages-a-pate-molle-a-croute-fleurie,en:cheeses,en:dairies,fr:fromages-pasteurises,fr:coulommiers"
