Id,product_name,categories_tags
5013,Super cookies coeur fondant au chocolat au lait et noisette Michel et Augustin,"en:desserts,en:chocolates,en:biscuits,en:candies,en:cookies,fr:super-cookies-coeur-fondant-au-chocolat-au-lait-et-noisette,fr:gouter"
5014,Super cookies coeur fondant au chocolat noir et pÃ©pites de chocolat,"en:biscuits,fr:biscuits-au-chocolat,en:cookies"
5015,29 sablÃ©s ronds et bons au parmesan et graines de moutardes,fr:biscuits-aperitifs
5016,Palmiers allongÃ©s au sucre un peu caramÃ©lisÃ© Michel et Augustin,"en:desserts,en:biscuits,fr:palmiers-allonges-au-sucre-un-peu-caramelise,fr:gouter,fr:palmiers"
5017,Palmiers allongÃ©s aux gouttes de chocolat Michel et Augustin,"en:desserts,en:biscuits,fr:palmiers-allonges-aux-gouttes-de-chocolat,fr:gouter,fr:palmiers"
5018,Palmiers allongÃ©s au sucre un peu caramÃ©lisÃ©,"fr:biscuits-feuilletes,fr:palmiers-biscuits,en:biscuits"
5019,Le yaourt grec nature,"en:yogurts,en:dairies,fr:yaourts-grecs,fr:yaourts-natures"
5020,Le vrai cookie avec gros morceaux de chocolat,"en:biscuits,en:cookies,fr:cookies-au-chocolat"
5021,Le cookie des rois,"en:biscuits,en:cookies"
5022,Le vrai fondant,"en:cakes,fr:fondants-au-chocolat"
5023,Petites Paillolines Ã  la vanille naturelle,en:cakes
5024,Baies de Goji Biologiques,
5025,Baies de Goji biologiques,"en:dried-fruits,fr:baies-de-goji"
5026,PrÃ©paration pour brioche,fr:farines-pour-brioche
5027,Mon fournil prÃ©paration pour pain aux graines sans gluten,en:flours
5028,PrÃ©paration pour gÃ©noise,"fr:genoise,fr:preparations-pour-gateaux"
5029,Cabillaud tom-yam coco-citronnelle & Ã©crasÃ© de pommes de terre Cookedby Costes,"en:seafood,fr:cabillauds,en:fishes,en:meals,fr:cabillaud-tom-yam-coco-citronnelle-ecrase-de-pommes-de-terre"
5030,Quinoa vert asperges petit pois haricots verts Cookedby Costes,"en:cereals,fr:quinoa-vert-asperges-petit-pois-haricots-verts,fr:quinoa,en:meals"
5031,Risotto au crabe Cookedby Costes,"en:meals,fr:risotto-au-crabe,fr:risotto"
5032,Macaroni sauce morilles crÃ©meux et corsÃ© Cookedby Costes,"en:meals,fr:macaroni-sauce-morilles-cremeux-et-corse,fr:macaroni"
5033,PrÃ©milait,"en:baby-foods,fr:laits-pour-bebe,fr:laits-1er-age"
5034,prÃ©milait,"en:baby-foods,fr:laits-pour-bebe,fr:laits-2eme-age,fr:des-06-mois"
5035,prÃ©michÃ¨vre,"fr:des-04-mois,en:baby-foods,fr:laits-pour-bebe,fr:laits-1er-age"
5036,"Fromage de ChÃ¨vre 1,2%","en:cheeses,en:dairies,fr:allege,fr:fromages-de-chevre"
5037,Biscuits de Son d'avoine saveur speculoos,"en:biscuits,fr:biscuits-dietetiques"
5038,Mix pÃ¢tisserie,en:flours
5039,MÃ©lange Etudiant,en:dried-fruits
5040,Monpaton PÃ¢te Ã  pizza,fr:boulangerie
5041,Miso & Tofu,"en:soups,en:meals"
5042,"4 Yaourts au lait entier sucrÃ©, arÃ´me vanille de Madagascar","en:whole-milk-yogurts,en:yogurts,en:dairies,en:sweetened-yogurts"
5043,Jus de grenade 100% pur jus,"en:fruit-juices,en:beverages,en:fruit-juices-and-nectars,fr:jus-de-grenade"
5044,Promenade d'automne,fr:barre-de-fruits-secs
5045,Riz Long Noir Complet Bio du Sud,"fr:riz-cargo,en:cereals,en:rices,fr:riz-long"
5046,Cacao cru,fr:cacao
5047,Stevia en poudre,"fr:stevia,fr:edulcorants"
5048,Son d'avoine rÃ©gime Dukan,fr:son
5049,Sauce salade au vinaigre basalmique,"fr:sauces-salades,en:groceries,fr:sauces"
5050,lait frais entier pasteurisÃ©,"fr:laits-entiers,fr:laits-frais,en:milks,en:dairies"
5051,"Kit Kat Mini Mix (Original, noisette, blanc)","en:cakes,en:biscuits"
5052,Fromage blanc 0% Nature Monoprix,
5053,Capri-Sun Tropical  x10,fr:boisson-aux-fruits
5054,Capri-Sonne Apple,fr:boisson-au-jus-de-pomme
5055,Bouillon de poulet,
5056,Becel pro-activ,"en:butters,en:animal-fats,en:margarines,en:fats,en:dairies,en:vegetable-fats,fr:demi-margarine"
5057,secrets de grand-mÃ¨re,fr:soupe-instantannee
5058,Ristorante pizza quattro fromaggi,"en:frozen-foods,fr:pizzas,fr:plats-cuisines-surgeles,en:meals"
5059,Pizza Ristorante Quattro Formaggi Dr Oetker,"fr:pizzas,en:meals"
5060,Frelitta Bicolor,"fr:pates-a-tartiner,fr:pates-a-tartiner-aux-noisettes,en:spreads,en:sweet-spreads,en:breakfasts"
5061,Icefix,fr:aide-culinaire
5062,PÃ¢te Ã  tartiner aux noisettes sans huile de palme,"fr:pates-a-tartiner,en:spreads,en:sweet-spreads,en:breakfasts"
5063,Pousses de bambou,"en:vegetables,fr:pousses-de-bambou,en:vegetable-rods,fr:pousses"
5064,Suzi-wan - Sauce soja,"en:groceries,fr:sauces,fr:sauces-au-soja-salees,fr:sauces-au-soja"
5065,Sauce soja sucrÃ©e,"fr:sauces-au-soja-sucrees,en:groceries,fr:sauces,fr:sauces-au-soja"
5066,Chips Ã  la crevette,"fr:chips-de-crevettes,fr:aperitif"
5067,Lait de coco,"fr:laits-vegetaux,en:milks,fr:laits-de-coco,en:dairies"
5068,Sauce Ã  cuisiner Aigre-douce,fr:sauce-aigre-douce
5069,Basquaise aux deux poivrons,
5070,Chili aux haricots rouges,fr:sauce-cuisinee
5071,Cantonaise,"en:groceries,fr:sauces"
5072,Vermicelles de riz,"en:pastas,fr:cuisine-du-monde,fr:vermicelle-de-riz,fr:vermicelles"
5073,Sauce soja,"en:groceries,fr:sauces,fr:sauces-au-soja"
5074,CrÃ¨me de Coco,fr:creme-de-coco
5075,CrÃ¨me de Coco,fr:creme-de-coco
5076,Nouilles aux oeufs Suzi Wan,fr:pates
5077,FÃ©cule de maÃ¯s,fr:fecules
5078,Lebkuchen Allerlei,fr:pains-d-epices
5079,NestlÃ© - Smarties Mini,
5080,Viennois au chocolat,"en:fresh,en:dairies"
5081,Le Viennois cafÃ©,"en:dairies,fr:dessert-lacte"
5082,PÃ¢tÃ© mexicana,fr:pate-vegetal
5083,PÃ¢tÃ© aux herbes,fr:pate-vegetal
5084,PÃ¢tÃ© Shiitake,fr:pate-vegetal
5085,Kit Kat,"fr:barres,fr:barres-chocolatees,en:candies"
5086,Smarties x5,"fr:bonbons,en:candies"
5087,Bouillon de lÃ©gumes aux herbes,"fr:bouillon,fr:bouillon-de-legumes"
5088,Beurre de cacahuÃ¨te,"fr:pates-a-tartiner,en:spreads,en:sweet-spreads,en:breakfasts"
5089,Chocolat coco,"en:chocolates,fr:tablettes-de-chocolat,en:candies"
5090,Tiger creme,"fr:pates-a-tartiner,fr:pates-a-tartiner-aux-noisettes,en:spreads,en:sweet-spreads,en:breakfasts"
5091,Bouillon de poule en cube,
5092,Bouillon de lÃ©gumes Original,"fr:bouillon,fr:bouillon-de-legumes"
5093,Chocolat au lait avec fourrage aux truffes pralinÃ©es,"en:chocolates,en:candies"
5094,"Van Houten 100% pur cacao, non sucrÃ©","fr:chocolats-en-poudre,en:chocolates,en:candies,en:breakfasts,fr:cacao"
5095,Graines de pistaches pelÃ©es,"fr:pistaches,en:nuts,en:dried-fruits"
5096,Rondelles de pommes sÃ©chÃ©es,
5097,Tic Tac 100 goÃ»ts citron vert et orange ,
5098,Kinder maxi,"fr:barres,fr:barres-chocolatees,en:candies"
5099,kinder chocolat,"fr:confiserie-au-chocolat,fr:confiserie-au-chocolat-au-lait"
5100,Ocean Spray cranberry & framboise,"en:fruit-nectars,en:beverages,en:fruit-juices-and-nectars"
5101,Sonnenblumen Brot,en:breads
5102,Freedent - White - Menthe Verte,"fr:chewing-gum,en:candies"
5103,Wrigley's Freedent,"fr:chewing-gum,en:candies"
5104,Freedent White,"fr:chewing-gum,en:candies"
5105,Freedent white,"fr:chewing-gum,en:candies"
5106,Chewing Gum sans sucres goÃ»t fraise Freedent,fr:chewing-gum-sans-sucres-gout-fraise
5107,Mars minis,en:sugars
5108,M&M's,"fr:cacahuetes-au-chocolat,en:candies"
5109,Bounty,"fr:barres,fr:barres-chocolatees,en:candies"
5110,Mozzarella Bellezza,"en:cheeses,en:dairies,fr:mozzarella"
5111,Poule en chocolat,"en:chocolates,en:candies"
5112,Bonbons sans sucre Werther's Original,"fr:bonbons,en:candies"
5113,Bionade,"en:beverages,en:sodas,en:carbonated-drinks,fr:boisson-fermentee"
5114,Galettes Saint-Michel aux pÃ©pites de chocolat,en:biscuits
5115,Galette St Michel,en:biscuits
5116,Lorenz Peppi's Club goÃ»t CrÃ¨me & Fines Herbes,"fr:gateaux-aperitifs,fr:gateaux-aperitifs-souffles"
5117,Peppi's club,fr:aperitif
5118,MÃ©lange de Biscuit - recette japonaise,fr:aperitif
5119,Dixi,fr:gateaux-aperitifs
5120,crunchips,"en:chips-and-fries,fr:chips,fr:aperitif"
5121,Crunchips au sel fin,"en:chips-and-fries,fr:chips-de-pommes-de-terre,fr:chips-de-pommes-de-terre-a-l-huile-de-tournesol,fr:chips,fr:aperitif"
5122,Crunchips,"en:chips-and-fries,fr:chips,fr:aperitif"
5123,ApÃ©rifruits,fr:aperitif
5124,mie noodles,"en:pastas,fr:pates-seches"
5125,Milka - Noisettes,"en:chocolates,en:candies"
5126,Rollini Ã‰pinards,
5127,Ã‰toiles gourmandes,
5128,BouchÃ©es mÃ©diterranÃ©ennes,fr:boulettes
5129,PrÃ©paration pour Fond de veau,fr:fonds-de-veau
5130,VÃ©gÃ©'tranche,fr:simili-carne
5131,Happy Christmas,"fr:chocolats-au-lait,en:chocolates,en:candies"
5132,Pepsi,"en:beverages,fr:sodas-au-cola,en:sodas,en:carbonated-drinks"
5133,Pepsi,"en:beverages,en:sodas,en:carbonated-drinks"
5134,Pepsi Max 0% de sucre,"en:diet-drinks,en:beverages,fr:sodas-au-cola-light,fr:sodas-au-cola,en:sodas,en:diet-sodas,en:carbonated-drinks"
5135,HiPP Biologique Mon Premier Biscuit,"en:baby-foods,fr:biscuits-pour-bebe,fr:des-06-mois,fr:gouters-et-desserts-pour-bebe"
5136,Hipp Biologique DÃ©lices du Jardin JardiniÃ¨re de LÃ©gumes,"en:baby-foods,fr:des-06-mois,fr:plats-principaux-pour-bebe,fr:menus-legumes-pour-bebe"
5137,HiPP biologique 100% fruits pommes coings,"fr:des-04-mois,en:baby-foods,fr:compotes,en:desserts,fr:gouters-et-desserts-pour-bebe,fr:desserts-au-fruit-pour-bebe,fr:compotes-pour-bebe"
5138,Hipp Biologique DÃ©lices de Fruits Bananes PÃªches,"fr:des-04-mois,en:baby-foods,fr:compotes,en:desserts,fr:gouters-et-desserts-pour-bebe,fr:compotes-pour-bebe"
5139,Fanta,"en:beverages,en:fruit-sodas,en:sodas,fr:sodas-a-l-orange,en:carbonated-drinks"
5140,granoVita Mandelmus,"fr:purees-d-oleagineux,fr:purees-d-amande"
5141,Pop-corn,"fr:pop-corn,fr:aperitif"
5142,Laif fermentÃ© Bio - vanille,"en:dairies,fr:lait-fermente,fr:produit-lacte"
5143,Passata,
5144,Freedent - White - Menthe Verte,"fr:chewing-gum,en:candies"
5145,Fanta orange,"en:beverages,en:sodas,en:carbonated-drinks"
5146,yogourt,"en:yogurts,en:dairies"
5147,fÃ©cule,en:flours
5148,farine amaranthe,en:flours
5149,mÃ©lange Ã  gÃ¢teau,fr:preparation-a-gateau
5150,cool cassis,"fr:chewing-gum,en:candies"
5151,Deep blue sea salt,"en:chips-and-fries,fr:chips,fr:aperitif"
5152,Coco Juice,"fr:laits-vegetaux,en:milks,fr:laits-de-coco,en:dairies"
5153,Basilic feuille coupÃ©es prÃªtes Ã  l'emploi,"fr:legumes-surgeles,en:frozen-foods,en:vegetables"
5154,Bierschinken,"en:hams,en:meats,en:prepared-meats"
5155,Poulet aux vermicelles,"en:soups,en:meals"
5156,Prince goÃ»t vanille,en:biscuits
5157,MacÃ©doine de lÃ©gumes,fr:macedoine-de-legumes
5158,mochi du taro,
5159,Eau de Coco,fr:eau-de-coco
5160,Ail Ã©mincÃ©,fr:ail
5161,MÃ©lange pour sauce curry japonais doux Golden Curry,"fr:japon,fr:preparation-pour-sauce"
5162,Worcestershire Sauce,"en:groceries,en:condiments"
5163,Coca-Cola 33Cl,
5164,Coca Cola ZÃ©ro,"en:diet-drinks,en:beverages,fr:sodas-au-cola-light,fr:sodas-au-cola,en:sodas,en:diet-sodas,en:carbonated-drinks"
5165,Coca Cola,"en:beverages,fr:boisson-sucree"
5166,Coca Cola David Guetta Collector 2012,"en:beverages,fr:sodas-au-cola,en:sodas,en:carbonated-drinks"
5167,Coca Cola Light Jean Paul Gaultier 2012,"en:diet-drinks,en:beverages,fr:sodas-au-cola-light,fr:sodas-au-cola,en:sodas,en:diet-sodas,en:carbonated-drinks"
5168,Coca Cola,"en:beverages,fr:sodas-au-cola,en:sodas,en:carbonated-drinks"
5169,Baked Beans in Tomato Sauce,"en:canned-foods,fr:haricots,fr:plats-prepares-en-conserve,en:meals"
5170,Twix Top,en:biscuits
5171,Twix barres glacÃ©es,"fr:barres,en:ice-creams,en:frozen-foods,fr:barres-glacees,en:ice-creams-and-sorbets"
5172,M&M's,"fr:cacahuetes-au-chocolat,en:candies"
5173,Mars - Coeur Fondant,en:candies
5174,snickers,"fr:barres,fr:barres-chocolatees,en:candies"
5175,Maltesers,en:candies
5176,Malteser's ,fr:bonbon-au-chocolat
5177,Balisto fruits des bois,"fr:barres,fr:barres-chocolatees,en:candies"
5178,Balisto,"fr:barres,fr:barres-chocolatees,en:candies"
5179,Mars Caramel beurre salÃ© Barres glacÃ©es,"fr:barres,fr:barres-glacees,fr:barres-chocolatees,en:candies"
5180,Mars - Coeur Fondant,fr:barre-chocolate
5181,Mars - Coeur Fondant,"fr:barres,fr:barres-chocolatees,en:candies,fr:produit-au-chocolat"
5182,Twix,"fr:barres,fr:barres-chocolatees,en:candies"
5183,Twix,fr:barre-chocolate
5184,Mc Vitie's l'original,"fr:sables,en:biscuits"
5185,Z'Animo,"en:biscuits,fr:biscuits-au-chocolat"
5186,Talisker,"fr:eaux-de-vie,en:beverages,en:alcoholic-drinks,en:hard-liquors,en:whisky"
5187,After Eight,en:candies
5188,Weetabix Original,"fr:cereales-pour-petit-dejeuner,en:breakfasts"
5189,Riz Basmati - EXPRESS,"en:cereals,en:rices,fr:riz-basmati-blancs,fr:riz-basmati"
5190,Express Ã  la mÃ©diterranÃ©enne,"fr:riz-long-grain,en:cereals,en:rices,fr:cereales-preparees,fr:riz-prepares,en:meals"
5191,"Ebly Express, nature avec un filet d'huile d'olive",fr:bles-precuits
5192,Picon BiÃ¨re,"en:beverages,en:alcoholic-drinks"
5193,Fjord,fr:tartines-croustillantes-au-sesame
5194,Riz pour sushi,"en:cereals,en:rices,fr:riz-pour-sushi"
5195,SpÃ©cial MUESLI,"fr:mueslis,fr:cereales-pour-petit-dejeuner,en:breakfasts"
5196,Jordan's Special Muesli 33% de fruits & noix,"fr:cereales-pour-petit-dejeuner,en:breakfasts"
5197,Jordan's Country Crisp,"fr:cereales-pour-petit-dejeuner,en:breakfasts"
5198,Country Crisp - Chocolat noir,"fr:cereales-pour-petit-dejeuner,en:breakfasts"
5199,Country crisp,"fr:mueslis,fr:cereales-pour-petit-dejeuner,en:breakfasts"
5200,Country Crisp - Fraises,"en:cereals,fr:cereales-pour-petit-dejeuner,en:breakfasts"
5201,Jordans Country Crisp,"fr:cereales-pour-petit-dejeuner,en:breakfasts"
5202,Country Crisp chocolat au lait,"fr:mueslis,fr:cereales-pour-petit-dejeuner,en:breakfasts"
5203,Roi sin sauce,fr:sauce-barbecue-a-la-chinoise
5204,Mix & wok noodles,fr:pates
5205,Ficello Nature,"en:cheeses,en:dairies"
5206,Ficello Spaghetti Nature,"en:cheeses,en:dairies,fr:fromages-a-pate-filee"
5207,Cappuccino,"en:beverages,fr:cafes,en:hot-drinks"
5208,PÃ¢te Ã  tartiner bio au chocolat ,"fr:pates-a-tartiner,fr:pates-a-tartiner-au-chocolat,en:spreads,en:sweet-spreads,en:breakfasts"
5209,Raifort wasabi Ã©picÃ©,"en:groceries,en:condiments,fr:wasabi"
5210,Skittles,
5211,Airwaves Menthol et Eucalyptus,"fr:chewing-gum,en:candies"
5212,Dr pepper,"en:beverages,en:sodas,en:carbonated-drinks"
5213,Cheatin' Ham Style Slices,"fr:simili-carne,fr:viande-vegetale"
5214,Antioxidant,"en:fruit-juices,en:beverages,en:fruit-juices-and-nectars"
5215,Bagel au sÃ©same,"en:breads,fr:bagel"
5216,KitKat,"en:waffles,fr:friandise"
5217,Grenades,"en:fruit-juices,en:beverages,en:fruit-juices-and-nectars"
5218,Coconut Water,fr:boisson-aux-fruits
5219,Jamaican style Ginger,"en:beverages,en:sodas,en:carbonated-drinks"
5220,Innocent Jus d'orange sans pulpe,"en:squeezed-orange-juices,en:squeezed-juices,en:fruit-juices,en:beverages,en:orange-juices,en:fruit-juices-and-nectars,en:fresh"
5221,Pur jus de fruits pressÃ©s Pomme & Framboise Innocent,"en:beverages,en:fruit-juices,en:fruit-juices-and-nectars,en:fresh,fr:jus-de-fruits-presses-pomme-framboise"
5222,Pur jus de 5 fruits pressÃ©s Ananas & Fruit de la passion Innocent,"en:fruit-juices,en:beverages,en:fruit-juices-and-nectars,en:fresh"
5223,Pur jus de fruits pressÃ©s Pomme & Mangue Innocent,"en:fruit-juices,en:beverages,en:fruit-juices-and-nectars,en:fresh,fr:jus-de-fruits-presses-pomme-mangue"
5224,"Innocent kiwi, pommes & ananas","en:fruit-juices,en:beverages,en:fruit-juices-and-nectars"
5225,SpÃ©cial K,"fr:cereales-pour-petit-dejeuner,en:breakfasts"
5226,Special K Feuilles de Chocolat au Lait ,"fr:cereales-pour-petit-dejeuner,en:breakfasts"
5227,Special K Classic,en:cereals
5228,Special K - Noisettes et amandes effilÃ©es,"fr:cereales-pour-petit-dejeuner,en:breakfasts"
5229,Special K Nature,"fr:cereales-pour-petit-dejeuner,en:breakfasts"
5230,Special K aux 3 cÃ©rÃ©ales complÃ¨tes avec une touche de miel,"fr:cereales-pour-petit-dejeuner,en:breakfasts"
5231,TrÃ©sor - Chocolat au lait,"en:cereals,en:breakfasts"
5232,Coco Pops Crock'n Roll,"fr:cereales-pour-petit-dejeuner,en:breakfasts"
5233,Extra pÃ©pites morceaux de chocolat au lait,"fr:cereales-pour-petit-dejeuner,en:breakfasts"
5234,Coco pops,"fr:riz-souffle,fr:cereales-pour-petit-dejeuner,en:breakfasts"
5235,Kellogg's Extra PÃ©pites,"fr:cereales-pour-petit-dejeuner,en:breakfasts"
5236,TrÃ©sor - Duo Choco,"fr:cereales-pour-petit-dejeuner,en:breakfasts"
5237,Kellogg's - TrÃ©sor - Duo Choco,"en:cereals,en:breakfasts"
5238,Moelleux au Chocolat,en:cakes
5239,Mangajo citron & thÃ© vert,fr:boisson-rafraichissante
5240,"Chips de betterave, panais et carotte au sel de mer","en:chips-and-fries,fr:chips,fr:aperitif"
5241,Hand cooked English crisps sweet chilli & Red Pepper,
5242,Scooby-Doo PÃ¢tes bio colorÃ©es,"en:pastas,fr:pates-seches"
5243,Kara Dairy free,"fr:laits-vegetaux,en:milks,fr:laits-de-coco,en:dairies"
5244,lo-cal monster energy,"en:sodas,fr:boissons-energisantes,en:beverages,en:carbonated-drinks"
5245,Burn Intense energy,"fr:boissons-energisantes,en:beverages,en:sodas,en:carbonated-drinks"
5246,Fisherman's Friend,en:candies
5247,Fisherman's Friend Menthe,en:candies
5248,Fraidoux 6 coupelles,
5249,confiture aux pÃ©tales de rose,"fr:confiture-de-roses,en:jams,en:spreads,en:sweet-spreads,en:breakfasts"
5250,jus de grenade,"en:fruit-juices,en:beverages,en:fruit-juices-and-nectars"
5251,Fromage Feta,"en:cheeses,en:dairies,fr:feta"
5252,ComtÃ© Leader Price,"en:french-cheeses,fr:fromages-labellises,fr:produits-aoc,fr:comte,en:cheeses,fr:fromage-a-pate-pressee-cuite,en:labeled-products,en:dairies,fr:fromages-aoc"
5253,30 Boudoirs aux oeufs frais,"fr:boudoirs,en:cakes,en:biscuits,fr:biscuits-pour-preparer-un-gateau,fr:biscuits-secs,fr:pour-gateaux"
5254,Soja drink,"fr:laits-vegetaux,en:milks,en:dairies,fr:laits-de-soja"
5255,Lait chocolatÃ© demi-Ã©crÃ©mÃ©,"fr:laits-uht,en:dairies,en:milks,fr:laits-aromatises"
5256,Lasagnes bolognaises,"fr:lasagnes-preparees,en:meals"
5257,TÃªte pressÃ©e en tortue,"en:meats,en:prepared-meats"
5258,Saucisson de jambon,"en:meats,en:prepared-meats"
5259,Soja drink nature Bio,"en:dairies,fr:laits-vegetaux,fr:laits-de-soja,en:milks"
5260,Salami Ã  l'ail,"en:meats,en:prepared-meats"
5261,Lait Ã©crÃ©mÃ© stÃ©rilisÃ© UHT,"en:milks,fr:laits-ecremes,en:dairies,fr:laits-uht"
5262,Riz parfumÃ©,"en:cereals,en:rices"
5263,potage instantanÃ© cerfeuil,"fr:soupes-deshydratees,en:soups,en:meals"
5264,Poudre Ã  lever,"en:pastries,fr:boulangerie"
5265,Petits pois Ã  l'Ã©tuvÃ©e,fr:petits-pois
5266,LÃ©gumes pour couscous,"fr:legumes-en-conserve,en:vegetables,en:canned-foods"
5267,Bloc de foie gras,fr:foies-gras
5268,TÃªte pressÃ©e Ã  la tomate,"en:meats,en:prepared-meats"
5269,Oeufs de poule Ã©levÃ©es au sol,"fr:oeufs,en:farming-products"
5270,Bitter lemon Carrefour,"fr:limonades,en:beverages,en:sodas,en:carbonated-drinks"
5271,Lait demi-Ã©crÃ©mÃ©,"en:milks,fr:laits-demi-ecremes,en:dairies,fr:laits-uht"
5272,Ribbled chips poivre et sel,fr:biscuits-aperitifs-sales
5273,Chocolat Espresso,"en:chocolates,en:candies"
5274,PÃ¢te Ã  tartiner aux noisettes,
5275,graines de lin brun,fr:graines-de-lin
5276,Polenta,"en:cereals,fr:polenta,fr:semoule"
5277,Spirelli,"fr:pates,fr:tortis"
5278,LÃ©gumes et croÃ»tons,"en:soups,en:meals"
5279,100% pur jus pomme,"en:apple-juices,en:fruit-juices,en:beverages,en:fruit-juices-and-nectars"
5280,Fromage d'abbaye,"en:cheeses,en:dairies"
5281,Germes de soja,"en:vegetables,en:fresh-vegetables"
5282,Hareng saur fumÃ©,"fr:harengs,en:seafood,en:smoked-fishes,en:fishes"
5283,Filet de hareng fumÃ©,"en:seafood,fr:harengs,en:smoked-fishes,en:fishes"
5284,Roulade jardiniÃ¨re,"en:meats,en:prepared-meats"
5285,Noord-Hollandse mi-vieux,"en:cow-cheeses,en:cheeses,fr:fromages-a-pate-pressee-non-cuite,en:dairies,fr:fromage-a-pate-dure"
5286,Pain toast blanc,en:breads
5287,FeuilletÃ©s fromage,"en:pastas,fr:biscuits-aperitifs,fr:torsades,fr:biscuits-sales"
5288,Instant soup' poireau,"fr:soupes-deshydratees,en:soups,en:meals"
5289,Orange-acerola jus concentrÃ©,"en:fruit-juices,en:beverages,en:fruit-juices-and-nectars,en:concentrated-fruit-juices"
5290,Epinards hachÃ©s,"fr:legumes-en-conserve,en:vegetables,en:canned-foods"
5291,Bonbons tendres goÃ»ts fruits,"fr:bonbons,en:candies"
5292,Jus d'orange,"en:fruit-juices,en:beverages,en:fruit-juices-and-nectars,en:orange-juices"
5293,Everyday Chips Sel ,"en:chips-and-fries,fr:chips-de-pommes-de-terre,fr:chips-de-pommes-de-terre-a-l-huile-de-tournesol,fr:chips,fr:aperitif"
5294,Everyday Jus d'orange ,"en:fruit-juices,en:beverages,en:fruit-juices-and-nectars,en:orange-juices"
5295,Thon Ã  l'huile,"en:seafood,fr:thons-a-l-huile,en:tunas,en:fishes"
5296,RINGIS dÃ©s de potirons,"fr:legumes-surgeles,en:frozen-foods,en:vegetables"
5297,Bio-time Epinards en branches,"fr:legumes-surgeles,en:frozen-foods,en:vegetables"
5298,Lait demi-Ã©crÃ©mÃ©,"en:dairies,en:milks"
5299,Mayonnaise aux oeufs,"fr:mayonnaises,en:groceries,fr:sauces"
5300,Lait demi-Ã©crÃ©mÃ©,"en:milks,fr:laits-demi-ecremes,en:dairies"
5301,Thon entier au naturel,"en:seafood,en:tunas,en:fishes"
5302,Nic Nac,en:biscuits
5303,Yaourt nature,en:desserts
5304,Fromage rÃ¢pÃ©,"en:cheeses,en:dairies"
5305,Kinder surprise,fr:bonbons-au-chocolat
5306,NestlÃ© P'tite CÃ©rÃ©ale,"en:baby-foods,fr:des-06-mois,fr:cereales-pour-bebe"
5307,NescafÃ© Gold Decaf,
5308,Spa citron,"en:beverages,fr:sodas-au-citron,en:fruit-sodas,en:sodas,en:carbonated-drinks"
5309,Spa fruitÃ© orange,"en:beverages,en:carbonated-drinks,fr:boisson-gazeuse-light-aux-fruits"
5310,TUC Original,fr:biscuits-aperitif
5311,PiM's L'Original Orange,
5312,Petit Ã©colier chocolat fin,"en:biscuits,fr:biscuits-au-chocolat"
5313,Pim's Framboise,"en:cakes,en:biscuits,fr:genoise"
5314,Pim's Poire,"en:cakes,fr:genoise"
5315,Tuc goÃ»t bacon LU,"fr:crackers,fr:gateaux-aperitifs"
5316,Grany Biscuit,en:biscuits
5317,Tuc original,"fr:biscuits-aperitifs,fr:biscuits-aperitifs-sales"
5318,Prince Pocket goÃ»t vanille,en:biscuits
5319,Prince goÃ»t chocolat,en:biscuits
5320,Prince GoÃ»t vanille,
5321,"Prince, GoÃ»t Lait/Choco","en:biscuits,fr:biscuits-au-chocolat,fr:biscuit-fourre"
5322,Prince Lu goÃ»t chocolat,en:biscuits
5323,TUC goÃ»t crÃ¨me oignon,"fr:biscuits-sale,fr:crackers"
5324,Buddy Fruits -  Mangue pomme passion,fr:puree-de-fruit
5325,Lay's Naturel XL size ,"en:chips-and-fries,fr:chips-de-pommes-de-terre,fr:chips-de-pommes-de-terre-a-l-huile-de-tournesol,fr:chips,fr:aperitif"
5326,Lays chips paprika,"en:chips-and-fries,fr:chips,fr:aperitif"
5327,CrÃ¨me pÃ¢tissiÃ¨re et flan pÃ¢tissier saveur vanille,fr:preparation-pour-creme-patissiere
5328,Flan saveur vanille,en:desserts
5329,chocolat noir,"en:chocolates,en:candies,fr:chocolats-noirs"
5330,modifast snack saveur chocolat noi & blanc,fr:barres-de-regime
5331,Fromage frais ail et fines herbes,"en:cow-cheeses,en:cheeses,en:dairies,fr:fromages-pasteurises,fr:fromages-a-pate-fraiche"
5332,Pringles multi grain,"en:chips-and-fries,fr:biscuits-aperitifs,fr:chips,fr:aperitif"
5333,Pringles Hot & Spicy,"en:chips-and-fries,fr:biscuits-aperitifs,fr:chips,fr:aperitif"
5334,Pringles original,fr:biscuits-aperitif
5335,Pringles paprika,"en:chips-and-fries,fr:chips,fr:aperitif"
5336,Pringles original,"en:chips-and-fries,fr:chips,fr:aperitif"
5337,CÃ´te d'Or Lait Raisins Noisettes,"en:chocolates,fr:tablettes-de-chocolat,en:candies"
5338,CÃ´te d'or : Lait,"en:chocolates,en:candies"
5339,CÃ´te d'Or lait Noisettes,
5340,Lotus - Minis Gauffres (avec Chocolat),fr:gauffre
5341,Dinosaurus chocolat Lotus,"en:desserts,en:cakes,en:biscuits,fr:biscuits-aux-cereales-nappes-de-chocolat,fr:gouter"
5342,Dinosaurus chocolat au lait Lotus,"en:desserts,en:cakes,en:biscuits,fr:biscuits-nappes-de-chocolat-au-lait,fr:gouter"
5343,Lotus Original Speculoos,"fr:speculoos,en:biscuits"
5344,PÃ¢te Ã  tartiner Speculoos,"fr:pates-a-tartiner,en:spreads,en:sweet-spreads,en:breakfasts"
